TYPE
school
school
residence
others
others
others
residence
others
residence
others
residence
residence
residence
residence
residence
residence
others
residence
residence
residence
others
others
others
others
residence
others
others
shop
residence
residence
residence
residence
residence
residence
residence
transportation
residence
residence
residence
residence
residence
others
residence
residence
residence
residence
residence
residence
residence
residence
residence
residence
residence
residence
residence
residence
residence
residence
residence
residence
residence
residence
others
residence
residence
residence
residence
residence
residence
residence
transportation
residence
residence
others
residence
residence
residence
residence
transportation
transportation
residence
residence
residence
residence
residence
residence
residence
residence
residence
residence
school
residence
residence
residence
residence
residence
residence
residence
residence
residence
residence
others
residence
residence
residence
residence
residence
others
residence
residence
residence
residence
residence
residence
residence
residence
residence
residence
transportation
school
residence
residence
residence
residence
residence
residence
transportation
residence
residence
residence
residence
residence
others
residence
residence
residence
residence
residence
others
residence
others
transportation
others
others
residence
residence
others
residence
residence
residence
residence
residence
residence
residence
residence
residence
residence
school
residence
residence
residence
surveillance
residence
residence
residence
residence
residence
residence
surveillance
residence
residence
residence
residence
residence
residence
residence
others
residence
residence
residence
residence
residence
residence
residence
others
residence
residence
others
residence
residence
others
others
others
residence
residence
others
residence
residence
others
residence
others
residence
residence
residence
residence
residence
residence
residence
residence
residence
residence
residence
residence
residence
others
residence
residence
transportation
residence
residence
residence
residence
residence
residence
residence
residence
residence
residence
residence
residence
transportation
residence
others
residence
leisure
leisure
others
residence
residence
residence
transportation
residence
residence
others
others
residence
residence
residence
residence
residence
residence
residence
others
transportation
residence
residence
others
others
residence
residence
residence
residence
residence
residence
residence
others
residence
residence
residence
residence
residence
residence
residence
residence
others
residence
residence
residence
residence
residence
others
transportation
residence
residence
others
residence
residence
residence
residence
residence
residence
residence
residence
residence
residence
residence
residence
residence
residence
shop
shop
shop
residence
residence
residence
residence
residence
residence
residence
residence
surveillance
school
residence
others
residence
transportation
residence
residence
residence
residence
residence
residence
transportation
transportation
residence
residence
residence
surveillance
residence
residence
residence
others
residence
surveillance
residence
residence
residence
surveillance
residence
residence
residence
transportation
residence
residence
residence
residence
residence
residence
residence
residence
school
surveillance
residence
others
residence
surveillance
residence
residence
residence
residence
residence
residence
residence
residence
others
transportation
transportation
residence
residence
residence
residence
residence
residence
residence
surveillance
residence
residence
residence
residence
residence
residence
residence
residence
residence
residence
surveillance
transportation
residence
residence
others
residence
residence
residence
others
residence
residence
residence
residence
residence
residence
residence
residence
transportation
others
residence
residence
residence
residence
residence
residence
residence
transportation
residence
others
others
transportation
residence
surveillance
transportation
transportation
residence
residence
residence
residence
residence
residence
residence
transportation
transportation
surveillance
transportation
others
surveillance
surveillance
others
residence
residence
residence
residence
residence
residence
residence
residence
transportation
others
residence
others
residence
residence
residence
transportation
residence
residence
residence
residence
others
residence
restaurant
residence
transportation
transportation
transportation
transportation
transportation
transportation
residence
others
residence
residence
others
residence
residence
residence
residence
residence
residence
residence
residence
residence
residence
residence
residence
residence
others
residence
residence
others
residence
residence
residence
others
residence
residence
residence
residence
residence
residence
residence
residence
residence
residence
residence
residence
residence
residence
residence
residence
residence
residence
residence
others
hospital
residence
others
residence
others
residence
transportation
others
residence
residence
residence
residence
residence
residence
residence
shop
residence
others
residence
residence
residence
residence
residence
residence
residence
residence
residence
residence
residence
residence
residence
others
residence
residence
residence
residence
residence
residence
residence
residence
residence
residence
residence
residence
residence
transportation
residence
surveillance
surveillance
surveillance
surveillance
surveillance
residence
residence
residence
residence
residence
residence
residence
residence
residence
residence
residence
residence
residence
residence
residence
residence
others
others
surveillance
residence
residence
residence
residence
residence
residence
residence
residence
residence
residence
residence
residence
residence
residence
surveillance
residence
transportation
transportation
transportation
transportation
residence
residence
residence
residence
residence
residence
residence
residence
residence
residence
residence
others
transportation
residence
residence
residence
residence
residence
residence
residence
residence
residence
residence
residence
residence
residence
residence
residence
residence
residence
school
residence
residence
residence
residence
